question_id,set,demo_priority,category,expected_route,expected_winner,question,expected_answer,method,type,has_score,judge_variant,is_correct_binary,temporal_score,is_latest_info_captured,knowledge_update_score,factuality_score,completeness_score,hallucination_control_score,final_judgment,expert_notes,judge_input_tokens,judge_output_tokens,judge_total_tokens,judge_token_source
VM-E07,core,high,decision_reasoning,long_term,Long-Term L1 + L2,為什麼標準 RAG 或 full transcript baseline 不足以處理研究會議記憶？,full transcript 與 raw RAG 都應該作為 baseline，但它們不擅長追蹤 topic lifecycle、被放棄的方向、以及跨時間的 decision status。標準 RAG 會抓到「曾經提過」的內容，卻不一定理解那件事後來被否決、淡出或轉向；這也是 custom memory structure 要證明的價值。,Full transcript,Answer,no,decision_update,,,Yes,5,,,,,,1012,145,2198,actual_usage_metadata
VM-E07,core,high,decision_reasoning,long_term,Long-Term L1 + L2,為什麼標準 RAG 或 full transcript baseline 不足以處理研究會議記憶？,full transcript 與 raw RAG 都應該作為 baseline，但它們不擅長追蹤 topic lifecycle、被放棄的方向、以及跨時間的 decision status。標準 RAG 會抓到「曾經提過」的內容，卻不一定理解那件事後來被否決、淡出或轉向；這也是 custom memory structure 要證明的價值。,Full transcript,Evidence,no,decision_update,,,Yes,5,,,,,,930,147,2733,actual_usage_metadata
VM-E08,core,high,topic_synthesis,both,Hybrid,我們現在 evaluation 應該比較哪些 baseline 與 metrics？這個設計怎麼從 0318 的 paper review 演進到 0429 的三類問題？,0318 確立了 MEM0 / LOCOMO 風格的 evaluation 思路，包括 single-hop、multi-hop、temporal reasoning、open domain，以及 full transcript、RAG、memory system 的 baseline comparison，也提到用 LLM judge、看 latency 與 token。到 0429，題型被改寫成更貼近本專題的三類：short-term correctness、long-term evolution、decision reasoning，重點轉為不要漏 context、不要 hallucinate、要能對照 ground truth。,Structured,Answer,no,temporal_evolution,No,2,,,,,,,,1324,157,2908,actual_usage_metadata
VM-E08,core,high,topic_synthesis,both,Hybrid,我們現在 evaluation 應該比較哪些 baseline 與 metrics？這個設計怎麼從 0318 的 paper review 演進到 0429 的三類問題？,0318 確立了 MEM0 / LOCOMO 風格的 evaluation 思路，包括 single-hop、multi-hop、temporal reasoning、open domain，以及 full transcript、RAG、memory system 的 baseline comparison，也提到用 LLM judge、看 latency 與 token。到 0429，題型被改寫成更貼近本專題的三類：short-term correctness、long-term evolution、decision reasoning，重點轉為不要漏 context、不要 hallucinate、要能對照 ground truth。,Structured,Evidence,no,temporal_evolution,No,2,,,,,,,,742,162,2373,actual_usage_metadata
VM-E08,core,high,topic_synthesis,both,Hybrid,我們現在 evaluation 應該比較哪些 baseline 與 metrics？這個設計怎麼從 0318 的 paper review 演進到 0429 的三類問題？,0318 確立了 MEM0 / LOCOMO 風格的 evaluation 思路，包括 single-hop、multi-hop、temporal reasoning、open domain，以及 full transcript、RAG、memory system 的 baseline comparison，也提到用 LLM judge、看 latency 與 token。到 0429，題型被改寫成更貼近本專題的三類：short-term correctness、long-term evolution、decision reasoning，重點轉為不要漏 context、不要 hallucinate、要能對照 ground truth。,RAG,Answer,no,temporal_evolution,No,2,,,,,,,,739,156,1911,actual_usage_metadata
VM-E08,core,high,topic_synthesis,both,Hybrid,我們現在 evaluation 應該比較哪些 baseline 與 metrics？這個設計怎麼從 0318 的 paper review 演進到 0429 的三類問題？,0318 確立了 MEM0 / LOCOMO 風格的 evaluation 思路，包括 single-hop、multi-hop、temporal reasoning、open domain，以及 full transcript、RAG、memory system 的 baseline comparison，也提到用 LLM judge、看 latency 與 token。到 0429，題型被改寫成更貼近本專題的三類：short-term correctness、long-term evolution、decision reasoning，重點轉為不要漏 context、不要 hallucinate、要能對照 ground truth。,RAG,Evidence,no,temporal_evolution,No,1,,,,,,,,654,155,1785,actual_usage_metadata
VM-E08,core,high,topic_synthesis,both,Hybrid,我們現在 evaluation 應該比較哪些 baseline 與 metrics？這個設計怎麼從 0318 的 paper review 演進到 0429 的三類問題？,0318 確立了 MEM0 / LOCOMO 風格的 evaluation 思路，包括 single-hop、multi-hop、temporal reasoning、open domain，以及 full transcript、RAG、memory system 的 baseline comparison，也提到用 LLM judge、看 latency 與 token。到 0429，題型被改寫成更貼近本專題的三類：short-term correctness、long-term evolution、decision reasoning，重點轉為不要漏 context、不要 hallucinate、要能對照 ground truth。,Full transcript,Answer,no,temporal_evolution,Yes,4,,,,,,,,1306,208,3493,actual_usage_metadata
VM-E08,core,high,topic_synthesis,both,Hybrid,我們現在 evaluation 應該比較哪些 baseline 與 metrics？這個設計怎麼從 0318 的 paper review 演進到 0429 的三類問題？,0318 確立了 MEM0 / LOCOMO 風格的 evaluation 思路，包括 single-hop、multi-hop、temporal reasoning、open domain，以及 full transcript、RAG、memory system 的 baseline comparison，也提到用 LLM judge、看 latency 與 token。到 0429，題型被改寫成更貼近本專題的三類：short-term correctness、long-term evolution、decision reasoning，重點轉為不要漏 context、不要 hallucinate、要能對照 ground truth。,Full transcript,Evidence,no,temporal_evolution,Yes,5,,,,,,,,1283,173,3036,actual_usage_metadata
VM-E09,core,medium,decision_reasoning,long_term,Long-Term L1 + L2,為什麼 0429 開始改用 token 而不是分鐘來衡量 dataset 是否足夠？,因為要跟 LLM 的 long-context 能力對齊，標準單位是 token，不是 meeting 分鐘數。分鐘只能描述錄音長度，不能直接映射模型 context window；因此 180 分鐘的 dataset 是否足夠，應該以 token 規模與當前模型上限比較。,Structured,Answer,no,decision_update,,,Yes,5,,,,,,593,119,1769,actual_usage_metadata
VM-E09,core,medium,decision_reasoning,long_term,Long-Term L1 + L2,為什麼 0429 開始改用 token 而不是分鐘來衡量 dataset 是否足夠？,因為要跟 LLM 的 long-context 能力對齊，標準單位是 token，不是 meeting 分鐘數。分鐘只能描述錄音長度，不能直接映射模型 context window；因此 180 分鐘的 dataset 是否足夠，應該以 token 規模與當前模型上限比較。,Structured,Evidence,no,decision_update,,,Yes,5,,,,,,511,116,1541,actual_usage_metadata
VM-E09,core,medium,decision_reasoning,long_term,Long-Term L1 + L2,為什麼 0429 開始改用 token 而不是分鐘來衡量 dataset 是否足夠？,因為要跟 LLM 的 long-context 能力對齊，標準單位是 token，不是 meeting 分鐘數。分鐘只能描述錄音長度，不能直接映射模型 context window；因此 180 分鐘的 dataset 是否足夠，應該以 token 規模與當前模型上限比較。,RAG,Answer,no,decision_update,,,No,1,,,,,,452,105,1282,actual_usage_metadata
VM-E09,core,medium,decision_reasoning,long_term,Long-Term L1 + L2,為什麼 0429 開始改用 token 而不是分鐘來衡量 dataset 是否足夠？,因為要跟 LLM 的 long-context 能力對齊，標準單位是 token，不是 meeting 分鐘數。分鐘只能描述錄音長度，不能直接映射模型 context window；因此 180 分鐘的 dataset 是否足夠，應該以 token 規模與當前模型上限比較。,RAG,Evidence,no,decision_update,,,No,1,,,,,,402,99,1331,actual_usage_metadata
VM-E09,core,medium,decision_reasoning,long_term,Long-Term L1 + L2,為什麼 0429 開始改用 token 而不是分鐘來衡量 dataset 是否足夠？,因為要跟 LLM 的 long-context 能力對齊，標準單位是 token，不是 meeting 分鐘數。分鐘只能描述錄音長度，不能直接映射模型 context window；因此 180 分鐘的 dataset 是否足夠，應該以 token 規模與當前模型上限比較。,Full transcript,Answer,no,decision_update,,,Yes,5,,,,,,565,111,1842,actual_usage_metadata
VM-E09,core,medium,decision_reasoning,long_term,Long-Term L1 + L2,為什麼 0429 開始改用 token 而不是分鐘來衡量 dataset 是否足夠？,因為要跟 LLM 的 long-context 能力對齊，標準單位是 token，不是 meeting 分鐘數。分鐘只能描述錄音長度，不能直接映射模型 context window；因此 180 分鐘的 dataset 是否足夠，應該以 token 規模與當前模型上限比較。,Full transcript,Evidence,no,decision_update,,,Yes,5,,,,,,461,114,1422,actual_usage_metadata
VM-E10,core,high,cross_meeting_recall,both,Hybrid,目前 short-term 和 long-term 的更新關係是什麼？為什麼不是先把 transcript routing 到其中一個 memory，而是兩邊平行更新？,0422 的共識是 STM 和 LTM 從同一份 transcript 平行更新，而不是先判斷某個 idea unit 應該只進哪一邊。理由是 STM 需要保存近期細節，LTM 需要保存較持久的研究脈絡；若先做單一路由，容易把本來同時有短期和長期價值的內容過早丟到其中一邊。,Structured,Answer,no,temporal_evolution,Yes,5,,,,,,,,808,131,1728,actual_usage_metadata
VM-E10,core,high,cross_meeting_recall,both,Hybrid,目前 short-term 和 long-term 的更新關係是什麼？為什麼不是先把 transcript routing 到其中一個 memory，而是兩邊平行更新？,0422 的共識是 STM 和 LTM 從同一份 transcript 平行更新，而不是先判斷某個 idea unit 應該只進哪一邊。理由是 STM 需要保存近期細節，LTM 需要保存較持久的研究脈絡；若先做單一路由，容易把本來同時有短期和長期價值的內容過早丟到其中一邊。,Structured,Evidence,no,temporal_evolution,Yes,5,,,,,,,,518,127,1629,actual_usage_metadata
VM-E10,core,high,cross_meeting_recall,both,Hybrid,目前 short-term 和 long-term 的更新關係是什麼？為什麼不是先把 transcript routing 到其中一個 memory，而是兩邊平行更新？,0422 的共識是 STM 和 LTM 從同一份 transcript 平行更新，而不是先判斷某個 idea unit 應該只進哪一邊。理由是 STM 需要保存近期細節，LTM 需要保存較持久的研究脈絡；若先做單一路由，容易把本來同時有短期和長期價值的內容過早丟到其中一邊。,RAG,Answer,no,temporal_evolution,No,1,,,,,,,,660,132,2020,actual_usage_metadata
VM-E10,core,high,cross_meeting_recall,both,Hybrid,目前 short-term 和 long-term 的更新關係是什麼？為什麼不是先把 transcript routing 到其中一個 memory，而是兩邊平行更新？,0422 的共識是 STM 和 LTM 從同一份 transcript 平行更新，而不是先判斷某個 idea unit 應該只進哪一邊。理由是 STM 需要保存近期細節，LTM 需要保存較持久的研究脈絡；若先做單一路由，容易把本來同時有短期和長期價值的內容過早丟到其中一邊。,RAG,Evidence,no,temporal_evolution,No,1,,,,,,,,608,115,1572,actual_usage_metadata
VM-E10,core,high,cross_meeting_recall,both,Hybrid,目前 short-term 和 long-term 的更新關係是什麼？為什麼不是先把 transcript routing 到其中一個 memory，而是兩邊平行更新？,0422 的共識是 STM 和 LTM 從同一份 transcript 平行更新，而不是先判斷某個 idea unit 應該只進哪一邊。理由是 STM 需要保存近期細節，LTM 需要保存較持久的研究脈絡；若先做單一路由，容易把本來同時有短期和長期價值的內容過早丟到其中一邊。,Full transcript,Answer,no,temporal_evolution,Yes,5,,,,,,,,965,171,2168,actual_usage_metadata
VM-E10,core,high,cross_meeting_recall,both,Hybrid,目前 short-term 和 long-term 的更新關係是什麼？為什麼不是先把 transcript routing 到其中一個 memory，而是兩邊平行更新？,0422 的共識是 STM 和 LTM 從同一份 transcript 平行更新，而不是先判斷某個 idea unit 應該只進哪一邊。理由是 STM 需要保存近期細節，LTM 需要保存較持久的研究脈絡；若先做單一路由，容易把本來同時有短期和長期價值的內容過早丟到其中一邊。,Full transcript,Evidence,no,temporal_evolution,Yes,5,,,,,,,,809,132,2542,actual_usage_metadata
VM-E11,core,high,cross_meeting_recall,long_term,Long-Term L1 + L2,Long-term memory 架構為什麼從早期的 STM/LTM 分離討論，轉成 object-based，再具體化成 L1/L2/L3？,0307 先把 short-term、working memory、以及較粗的 long-term 分開構想；0325 把 long-term 從複雜無損樹改成 object-based，強調會議脈絡而非完整保留；0408 進一步清楚定義出可追溯的 L1/L2/L3 層次；0506 則把這個層次和實際 long-term inspector / node update 的思考連起來。,Structured,Answer,no,temporal_evolution,Yes,3,,,,,,,,1122,198,2652,actual_usage_metadata
VM-E11,core,high,cross_meeting_recall,long_term,Long-Term L1 + L2,Long-term memory 架構為什麼從早期的 STM/LTM 分離討論，轉成 object-based，再具體化成 L1/L2/L3？,0307 先把 short-term、working memory、以及較粗的 long-term 分開構想；0325 把 long-term 從複雜無損樹改成 object-based，強調會議脈絡而非完整保留；0408 進一步清楚定義出可追溯的 L1/L2/L3 層次；0506 則把這個層次和實際 long-term inspector / node update 的思考連起來。,Structured,Evidence,no,temporal_evolution,Yes,4,,,,,,,,672,176,1958,actual_usage_metadata
VM-E11,core,high,cross_meeting_recall,long_term,Long-Term L1 + L2,Long-term memory 架構為什麼從早期的 STM/LTM 分離討論，轉成 object-based，再具體化成 L1/L2/L3？,0307 先把 short-term、working memory、以及較粗的 long-term 分開構想；0325 把 long-term 從複雜無損樹改成 object-based，強調會議脈絡而非完整保留；0408 進一步清楚定義出可追溯的 L1/L2/L3 層次；0506 則把這個層次和實際 long-term inspector / node update 的思考連起來。,RAG,Answer,no,temporal_evolution,Yes,3,,,,,,,,833,208,2970,actual_usage_metadata
VM-E11,core,high,cross_meeting_recall,long_term,Long-Term L1 + L2,Long-term memory 架構為什麼從早期的 STM/LTM 分離討論，轉成 object-based，再具體化成 L1/L2/L3？,0307 先把 short-term、working memory、以及較粗的 long-term 分開構想；0325 把 long-term 從複雜無損樹改成 object-based，強調會議脈絡而非完整保留；0408 進一步清楚定義出可追溯的 L1/L2/L3 層次；0506 則把這個層次和實際 long-term inspector / node update 的思考連起來。,RAG,Evidence,no,temporal_evolution,Yes,4,,,,,,,,635,160,2017,actual_usage_metadata
VM-E11,core,high,cross_meeting_recall,long_term,Long-Term L1 + L2,Long-term memory 架構為什麼從早期的 STM/LTM 分離討論，轉成 object-based，再具體化成 L1/L2/L3？,0307 先把 short-term、working memory、以及較粗的 long-term 分開構想；0325 把 long-term 從複雜無損樹改成 object-based，強調會議脈絡而非完整保留；0408 進一步清楚定義出可追溯的 L1/L2/L3 層次；0506 則把這個層次和實際 long-term inspector / node update 的思考連起來。,Full transcript,Answer,no,temporal_evolution,Yes,4,,,,,,,,897,155,2217,actual_usage_metadata
VM-E11,core,high,cross_meeting_recall,long_term,Long-Term L1 + L2,Long-term memory 架構為什麼從早期的 STM/LTM 分離討論，轉成 object-based，再具體化成 L1/L2/L3？,0307 先把 short-term、working memory、以及較粗的 long-term 分開構想；0325 把 long-term 從複雜無損樹改成 object-based，強調會議脈絡而非完整保留；0408 進一步清楚定義出可追溯的 L1/L2/L3 層次；0506 則把這個層次和實際 long-term inspector / node update 的思考連起來。,Full transcript,Evidence,no,temporal_evolution,Yes,5,,,,,,,,1281,161,3029,actual_usage_metadata
VM-E12,core,medium,cross_meeting_recall,both,Hybrid,如果有人問：我們目前為什麼要先做 update，再晚一點才做 retrieve？後來 retrieve 的設計又變成什麼樣子？,0307 還在 update-first 階段，retrieve 還沒設計，當時目標只是先把 memory 寫進去；到 0408 才較明確出現 retrieve flow 的想法，也就是先 match L1，再帶上對應的 L2/L3；到 0506 則更強調 inspectability 和可視化，讓 retrieve 不只是回字串，而是能看 node、candidate、hierarchy 如何被帶出來。,Structured,Answer,no,temporal_evolution,Yes,4,,,,,,,,770,151,2326,actual_usage_metadata
VM-E12,core,medium,cross_meeting_recall,both,Hybrid,如果有人問：我們目前為什麼要先做 update，再晚一點才做 retrieve？後來 retrieve 的設計又變成什麼樣子？,0307 還在 update-first 階段，retrieve 還沒設計，當時目標只是先把 memory 寫進去；到 0408 才較明確出現 retrieve flow 的想法，也就是先 match L1，再帶上對應的 L2/L3；到 0506 則更強調 inspectability 和可視化，讓 retrieve 不只是回字串，而是能看 node、candidate、hierarchy 如何被帶出來。,Structured,Evidence,no,temporal_evolution,No,2,,,,,,,,515,137,1745,actual_usage_metadata
VM-E12,core,medium,cross_meeting_recall,both,Hybrid,如果有人問：我們目前為什麼要先做 update，再晚一點才做 retrieve？後來 retrieve 的設計又變成什麼樣子？,0307 還在 update-first 階段，retrieve 還沒設計，當時目標只是先把 memory 寫進去；到 0408 才較明確出現 retrieve flow 的想法，也就是先 match L1，再帶上對應的 L2/L3；到 0506 則更強調 inspectability 和可視化，讓 retrieve 不只是回字串，而是能看 node、candidate、hierarchy 如何被帶出來。,RAG,Answer,no,temporal_evolution,No,1,,,,,,,,616,121,1566,actual_usage_metadata
VM-E12,core,medium,cross_meeting_recall,both,Hybrid,如果有人問：我們目前為什麼要先做 update，再晚一點才做 retrieve？後來 retrieve 的設計又變成什麼樣子？,0307 還在 update-first 階段，retrieve 還沒設計，當時目標只是先把 memory 寫進去；到 0408 才較明確出現 retrieve flow 的想法，也就是先 match L1，再帶上對應的 L2/L3；到 0506 則更強調 inspectability 和可視化，讓 retrieve 不只是回字串，而是能看 node、candidate、hierarchy 如何被帶出來。,RAG,Evidence,no,temporal_evolution,No,1,,,,,,,,509,110,1406,actual_usage_metadata
VM-E12,core,medium,cross_meeting_recall,both,Hybrid,如果有人問：我們目前為什麼要先做 update，再晚一點才做 retrieve？後來 retrieve 的設計又變成什麼樣子？,0307 還在 update-first 階段，retrieve 還沒設計，當時目標只是先把 memory 寫進去；到 0408 才較明確出現 retrieve flow 的想法，也就是先 match L1，再帶上對應的 L2/L3；到 0506 則更強調 inspectability 和可視化，讓 retrieve 不只是回字串，而是能看 node、candidate、hierarchy 如何被帶出來。,Full transcript,Answer,no,temporal_evolution,Yes,5,,,,,,,,929,187,2871,actual_usage_metadata
VM-E12,core,medium,cross_meeting_recall,both,Hybrid,如果有人問：我們目前為什麼要先做 update，再晚一點才做 retrieve？後來 retrieve 的設計又變成什麼樣子？,0307 還在 update-first 階段，retrieve 還沒設計，當時目標只是先把 memory 寫進去；到 0408 才較明確出現 retrieve flow 的想法，也就是先 match L1，再帶上對應的 L2/L3；到 0506 則更強調 inspectability 和可視化，讓 retrieve 不只是回字串，而是能看 node、candidate、hierarchy 如何被帶出來。,Full transcript,Evidence,no,temporal_evolution,Yes,5,,,,,,,,1083,192,2586,actual_usage_metadata
VM-E13,stretch,low,recent_context,short_term,Short-Term only or Hybrid,speaker diarization 在整個設計裡是怎麼被處理的？目前為什麼可以先假設 speaker identity 已知？,實體會議的 diarization 很難，所以早期實驗允許先做簡化假設，把 speaker identity 視為已知；這是為了先把 memory architecture 做出來，而不是一開始就卡在 single-audio-source 的 speaker attribution。,Structured,Answer,yes,three_layer,,,,,5,2,5,Yes,模型準確地回答了問題的核心：為了簡化實驗，先假設 speaker identity 已知，以便專注於 memory architecture 的開發。然而，回答的完整性不足，未能將此設計決策與 L1/L2/L3 記憶系統的整體架構（如 Object、Candidate 等術語）聯繫起來，使回答顯得較為孤立，缺乏對系統全貌的掌握。幻覺控制表現完美，並正確引用了知識來源。,534,159,2454,actual_usage_metadata
VM-E13,stretch,low,recent_context,short_term,Short-Term only or Hybrid,speaker diarization 在整個設計裡是怎麼被處理的？目前為什麼可以先假設 speaker identity 已知？,實體會議的 diarization 很難，所以早期實驗允許先做簡化假設，把 speaker identity 視為已知；這是為了先把 memory architecture 做出來，而不是一開始就卡在 single-audio-source 的 speaker attribution。,Structured,Evidence,yes,three_layer,,,,,5,4,5,Yes,模型準確地回答了問題的核心，即為了簡化實驗而假設 speaker identity 已知。回答內容與標準答案高度一致，且沒有產生幻覺。唯一可精進之處是，可以像標準答案一樣，更明確地指出此簡化是為了『先把 memory architecture 做出來』，更能體現對整體專案目標的理解。,513,134,2366,actual_usage_metadata
VM-E13,stretch,low,recent_context,short_term,Short-Term only or Hybrid,speaker diarization 在整個設計裡是怎麼被處理的？目前為什麼可以先假設 speaker identity 已知？,實體會議的 diarization 很難，所以早期實驗允許先做簡化假設，把 speaker identity 視為已知；這是為了先把 memory architecture 做出來，而不是一開始就卡在 single-audio-source 的 speaker attribution。,RAG,Answer,yes,three_layer,,,,,5,4,5,Yes,模型準確地從上下文（[0307#chunk-1]）中提取了關鍵資訊，並正確解釋了為何在初期實驗中可以簡化 speaker diarization 的處理。它清楚地區分了線上與實體會議的挑戰，並點出簡化是為了實驗設計的目的，這與標準答案的核心思想一致。回答完整且無幻覺，但若能進一步點出簡化的目的是為了『專注於 memory architecture 的開發』會更完美。,616,162,1848,actual_usage_metadata
VM-E13,stretch,low,recent_context,short_term,Short-Term only or Hybrid,speaker diarization 在整個設計裡是怎麼被處理的？目前為什麼可以先假設 speaker identity 已知？,實體會議的 diarization 很難，所以早期實驗允許先做簡化假設，把 speaker identity 視為已知；這是為了先把 memory architecture 做出來，而不是一開始就卡在 single-audio-source 的 speaker attribution。,RAG,Evidence,yes,three_layer,,,,,5,4,5,Yes,模型準確地指出，將 speaker identity 視為已知是一種實驗上的簡化，目的是為了繞開實體會議中語者分段 (diarization) 的技術難題，從而能優先專注於核心的記憶架構開發。模型甚至能舉一反三，點出線上會議不存在此問題，顯示其對問題脈絡有良好的理解。,567,138,2084,actual_usage_metadata
VM-E13,stretch,low,recent_context,short_term,Short-Term only or Hybrid,speaker diarization 在整個設計裡是怎麼被處理的？目前為什麼可以先假設 speaker identity 已知？,實體會議的 diarization 很難，所以早期實驗允許先做簡化假設，把 speaker identity 視為已知；這是為了先把 memory architecture 做出來，而不是一開始就卡在 single-audio-source 的 speaker attribution。,Full transcript,Answer,yes,three_layer,,,,,5,1,5,Yes,模型回答不僅完全涵蓋標準答案的核心思想（為了專注於記憶架構而簡化問題），更進一步提供了具體的實作細節（使用 ICSI 資料集、WhisperX 搭配人工校正）。這顯示模型具備了出色的資訊整合與歸納能力，能夠從不同會議記錄中提取相關資訊，並組織成一個比標準答案更詳盡、更有價值的回答。完整性分數較低僅因問題本身與 L1/L2/L3 等術語無關，模型未提及是合理的。,922,177,2838,actual_usage_metadata
VM-E13,stretch,low,recent_context,short_term,Short-Term only or Hybrid,speaker diarization 在整個設計裡是怎麼被處理的？目前為什麼可以先假設 speaker identity 已知？,實體會議的 diarization 很難，所以早期實驗允許先做簡化假設，把 speaker identity 視為已知；這是為了先把 memory architecture 做出來，而不是一開始就卡在 single-audio-source 的 speaker attribution。,Full transcript,Evidence,yes,three_layer,,,,,5,5,5,Yes,模型回答極為出色。它不僅準確地闡述了標準答案中的核心理由（為了簡化實驗、專注於記憶架構），更進一步提供了具體的實作細節（如使用 WhisperX、手動校對、ICSI 資料集的 MRT 格式）。這表明模型能整合不同來源的資訊，提供一個比標準答案更完整、更具體的解釋，展現了對專案流程的深度理解。,689,152,2352,actual_usage_metadata
VM-E14,stretch,high,conflict_or_update,both,Hybrid,如果 user 問最近專題展應該怎麼展示 fade-out 的價值，正確答案應該提到哪些核心點？,展示重點應該是：memory system 不只是記住更多，而是能讓不重要舊資訊在一般對話中 fade out，但在 explicit retrieval 或 human retuning 後仍能回來；這同時可以對比標準 RAG、說明 activation 與 importance 的差異，也能帶出 human-in-the-loop 的 tunable importance。,Structured,Answer,no,decision_update,,,No,2,,,,,,824,150,3454,actual_usage_metadata
VM-E14,stretch,high,conflict_or_update,both,Hybrid,如果 user 問最近專題展應該怎麼展示 fade-out 的價值，正確答案應該提到哪些核心點？,展示重點應該是：memory system 不只是記住更多，而是能讓不重要舊資訊在一般對話中 fade out，但在 explicit retrieval 或 human retuning 後仍能回來；這同時可以對比標準 RAG、說明 activation 與 importance 的差異，也能帶出 human-in-the-loop 的 tunable importance。,Structured,Evidence,no,decision_update,,,Yes,4,,,,,,593,144,2457,actual_usage_metadata
VM-E14,stretch,high,conflict_or_update,both,Hybrid,如果 user 問最近專題展應該怎麼展示 fade-out 的價值，正確答案應該提到哪些核心點？,展示重點應該是：memory system 不只是記住更多，而是能讓不重要舊資訊在一般對話中 fade out，但在 explicit retrieval 或 human retuning 後仍能回來；這同時可以對比標準 RAG、說明 activation 與 importance 的差異，也能帶出 human-in-the-loop 的 tunable importance。,RAG,Answer,no,decision_update,,,No,4,,,,,,497,139,2569,actual_usage_metadata
VM-E14,stretch,high,conflict_or_update,both,Hybrid,如果 user 問最近專題展應該怎麼展示 fade-out 的價值，正確答案應該提到哪些核心點？,展示重點應該是：memory system 不只是記住更多，而是能讓不重要舊資訊在一般對話中 fade out，但在 explicit retrieval 或 human retuning 後仍能回來；這同時可以對比標準 RAG、說明 activation 與 importance 的差異，也能帶出 human-in-the-loop 的 tunable importance。,RAG,Evidence,no,decision_update,,,No,2,,,,,,504,138,2378,actual_usage_metadata
VM-E14,stretch,high,conflict_or_update,both,Hybrid,如果 user 問最近專題展應該怎麼展示 fade-out 的價值，正確答案應該提到哪些核心點？,展示重點應該是：memory system 不只是記住更多，而是能讓不重要舊資訊在一般對話中 fade out，但在 explicit retrieval 或 human retuning 後仍能回來；這同時可以對比標準 RAG、說明 activation 與 importance 的差異，也能帶出 human-in-the-loop 的 tunable importance。,Full transcript,Answer,no,decision_update,,,Yes,5,,,,,,1246,148,3007,actual_usage_metadata
VM-E14,stretch,high,conflict_or_update,both,Hybrid,如果 user 問最近專題展應該怎麼展示 fade-out 的價值，正確答案應該提到哪些核心點？,展示重點應該是：memory system 不只是記住更多，而是能讓不重要舊資訊在一般對話中 fade out，但在 explicit retrieval 或 human retuning 後仍能回來；這同時可以對比標準 RAG、說明 activation 與 importance 的差異，也能帶出 human-in-the-loop 的 tunable importance。,Full transcript,Evidence,no,decision_update,,,Yes,5,,,,,,781,150,2048,actual_usage_metadata
